Respondent ID,Category,Question,Response,Race,Gender,Province,Occupation,Demography
1.14367E+11,Miscellaneous,Your profession – check all that apply,,White,Male,Mpumalanga,,European | Male | Mpumalanga | nan
1.14367E+11,Miscellaneous,Your profession – check all that apply,,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14367E+11,Miscellaneous,Your profession – check all that apply,,,Male,Western Cape,,nan | m | Western Cape | nan
1.14367E+11,Miscellaneous,Your profession – check all that apply,"a.	Firefighter (general)",,Male,Western Cape,"a.	Firefighter (general)","nan | Male | Western Cape | a.	Firefighter (general)"
1.14367E+11,Miscellaneous,Your profession – check all that apply,,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14367E+11,Miscellaneous,Your profession – check all that apply,,,,North West,,nan | nan | North West | nan
1.14367E+11,Miscellaneous,Your profession – check all that apply,,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14367E+11,Miscellaneous,Your profession – check all that apply,,White,Male,North West,,White | Male | North West | nan
1.14366E+11,Miscellaneous,Your profession – check all that apply,,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Miscellaneous,Your profession – check all that apply,"a.	Firefighter (general)",White,Male,Mpumalanga,"a.	Firefighter (general)","w | m | Mpumalanga | a.	Firefighter (general)"
1.14366E+11,Miscellaneous,Your profession – check all that apply,,White,Male,KwaZulu Natal,,European | Male | KwaZulu Natal | nan
1.14366E+11,Miscellaneous,Your profession – check all that apply,,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Miscellaneous,Your profession – check all that apply,,White,Male,Western Cape,,Caucasion | Male | Western Cape | nan
1.14366E+11,Miscellaneous,Your profession – check all that apply,,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14366E+11,Miscellaneous,Your profession – check all that apply,,,,Mpumalanga,,nan | nan | Mpumalanga | nan
1.14366E+11,Miscellaneous,Your profession – check all that apply,,White,Male,Gauteng,,White | Male | Gauteng | nan
1.14366E+11,Miscellaneous,Your profession – check all that apply,,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Miscellaneous,Your profession – check all that apply,"a.	Firefighter (general)",White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14366E+11,Miscellaneous,Your profession – check all that apply,,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Miscellaneous,Your profession – check all that apply,,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14362E+11,Miscellaneous,Your profession – check all that apply,,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Miscellaneous,Your profession – check all that apply,,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Miscellaneous,Your profession – check all that apply,,White,Female,Gauteng,,White | Female | Gauteng | nan
1.14362E+11,Miscellaneous,Your profession – check all that apply,,White,Male,Eastern Cape,,White | Male | Eastern Cape | nan
1.14362E+11,Miscellaneous,Your profession – check all that apply,,,,,,nan | nan | nan | nan
1.14379E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,,,Western Cape,,nan | nan | Western Cape | nan
1.14379E+11,Miscellaneous,How long have you been involved in the wildfire industry?,15 – 18 years,White,Male,Free State,,European | Male | Free State | nan
1.14379E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14372E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14379E+11,Miscellaneous,How long have you been involved in the wildfire industry?,,White,Male,Western Cape,,White | Male  | Western Cape | nan
1.14378E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14377E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14377E+11,Miscellaneous,How long have you been involved in the wildfire industry?,12 – 15 years,White,Male,Mpumalanga,,Caucasian | Male | Mpumalanga | nan
1.14377E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14377E+11,Miscellaneous,How long have you been involved in the wildfire industry?,3 – 6 years,,,Western Cape,,nan | nan | Western Cape | nan
1.14377E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,"a.	Firefighter (general)","White African | Male | Western Cape | a.	Firefighter (general)"
1.14377E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,6 – 9 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,0 – 3 years,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,15 – 18 years,,Male,Western Cape,"a.	Firefighter (general)","nan | Male | Western Cape | a.	Firefighter (general)"
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Eastern Cape,,White | Male | Eastern Cape | nan
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,9 – 12 years,White,Male,Western Cape,,European descent | Male | Western Cape | nan
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Female,Western Cape,,Caucasian | Female | Western Cape | nan
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Female,Western Cape,,White | Female | Western Cape | nan
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,15 – 18 years,White,Male,Western Cape,,w | m | Western Cape | nan
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,9 – 12 years,,Male,Eastern Cape,,nan | Male | Eastern Cape | nan
1.14366E+11,Miscellaneous,How long have you been involved in the wildfire industry?,,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,15 – 18 years,,Male,Western Cape,"a.	Firefighter (general)","nan | Male | Western Cape | a.	Firefighter (general)"
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,,,Western Cape,,nan | nan | Western Cape | nan
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,,caucasian | Male | Western Cape | nan
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,15 – 18 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,,Female,Western Cape,"a.	Firefighter (general)","nan | Female | Western Cape | a.	Firefighter (general)"
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,12 – 15 years,White,Male,Western Cape,"a.	Firefighter (general)","Caucasian | Male | Western Cape | a.	Firefighter (general)"
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,12 – 15 years,,,Western Cape,"a.	Firefighter (general)","nan | nan | Western Cape | a.	Firefighter (general)"
1.14366E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,KwaZulu Natal,,White | Male | KwaZulu Natal | nan
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,12 – 15 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,12 – 15 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,15 – 18 years,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,6 – 9 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14366E+11,Miscellaneous,How long have you been involved in the wildfire industry?,15 – 18 years,South African,Female,Western Cape,,South African  | Female | Western Cape | nan
1.14375E+11,Miscellaneous,How long have you been involved in the wildfire industry?,9 – 12 years,,,,,nan | nan | nan | nan
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,,Male,Western Cape,"a.	Firefighter (general)","nan | Male | Western Cape | a.	Firefighter (general)"
1.14376E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Female,Western Cape,,White | Female | Western Cape | nan
1.14375E+11,Miscellaneous,How long have you been involved in the wildfire industry?,9 – 12 years,,,Western Cape,,nan | nan | Western Cape | nan
1.14375E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14367E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Female,Western Cape,,White | Female | Western Cape | nan
1.14375E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,Coloured,Male,Western Cape,,Coloured | Male | Western Cape | nan
1.14375E+11,Miscellaneous,How long have you been involved in the wildfire industry?,3 – 6 years,White,Male,Limpopo,"a.	Firefighter (general)","caucasian | Male | Limpopo | a.	Firefighter (general)"
1.14375E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,,,Western Cape,,nan | nan | Western Cape | nan
1.14375E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,KwaZulu Natal,,White | Male | KwaZulu Natal | nan
1.14366E+11,Miscellaneous,How long have you been involved in the wildfire industry?,9 – 12 years,White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14375E+11,Miscellaneous,How long have you been involved in the wildfire industry?,3 – 6 years,,,Western Cape,,nan | nan | Western Cape | nan
1.14375E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,North West,,White | Male | North West | nan
1.14375E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14375E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14375E+11,Miscellaneous,How long have you been involved in the wildfire industry?,15 – 18 years,White,Female,Western Cape,,White | Female | Western Cape | nan
1.14375E+11,Miscellaneous,How long have you been involved in the wildfire industry?,9 – 12 years,,,Western Cape,,nan | nan | Western Cape | nan
1.14375E+11,Miscellaneous,How long have you been involved in the wildfire industry?,6 – 9 years,White,Male,Western Cape,"a.	Firefighter (general)","White | Male  | Western Cape | a.	Firefighter (general)"
1.14375E+11,Miscellaneous,How long have you been involved in the wildfire industry?,15 – 18 years,White,Male,Western Cape,,White | M | Western Cape | nan
1.14375E+11,Miscellaneous,How long have you been involved in the wildfire industry?,15 – 18 years,White,Male,Northern Cape,,White | Male | Northern Cape | nan
1.14375E+11,Miscellaneous,How long have you been involved in the wildfire industry?,6 – 9 years,Black,Male,Western Cape,,Black | Male | Western Cape | nan
1.14374E+11,Miscellaneous,How long have you been involved in the wildfire industry?,3 – 6 years,White,Female,Western Cape,,White | Female | Western Cape | nan
1.14372E+11,Miscellaneous,How long have you been involved in the wildfire industry?,15 – 18 years,,Female,Western Cape,,nan | Female | Western Cape | nan
1.14371E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,Human,Male,Gauteng,,Human | Male | Gauteng | nan
1.14371E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,,,Western Cape,,nan | nan | Western Cape | nan
1.14371E+11,Miscellaneous,How long have you been involved in the wildfire industry?,6 – 9 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14371E+11,Miscellaneous,How long have you been involved in the wildfire industry?,9 – 12 years,African,Male,Western Cape,,African | Male | Western Cape | nan
1.1437E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Mpumalanga,,White | Male | Mpumalanga | nan
1.1437E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14369E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14369E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Female,Western Cape,,White | Female | Western Cape | nan
1.14369E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,,,Western Cape,,nan | nan | Western Cape | nan
1.14369E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,North West,,White | Male | North West | nan
1.14369E+11,Miscellaneous,How long have you been involved in the wildfire industry?,0 – 3 years,Black,Male,Western Cape,,Black | Male | Western Cape | nan
1.14369E+11,Miscellaneous,How long have you been involved in the wildfire industry?,3 – 6 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14369E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,,Mpumalanga,,White | nan | Mpumalanga | nan
1.14368E+11,Miscellaneous,How long have you been involved in the wildfire industry?,0 – 3 years,White,Female,KwaZulu Natal,,White | Female | KwaZulu Natal | nan
1.14368E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14368E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Limpopo,,White | Male | Limpopo | nan
1.14367E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,African,Female,Western Cape,,African | Female | Western Cape | nan
1.14367E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Eastern Cape,,White | Male | Eastern Cape | nan
1.14367E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,,Caucasian | Male | Western Cape | nan
1.14367E+11,Miscellaneous,How long have you been involved in the wildfire industry?,15 – 18 years,White,Male,Mpumalanga,,European | Male | Mpumalanga | nan
1.14367E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14367E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,,Male,Western Cape,,nan | m | Western Cape | nan
1.14367E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,,Male,Western Cape,"a.	Firefighter (general)","nan | Male | Western Cape | a.	Firefighter (general)"
1.14367E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14367E+11,Miscellaneous,How long have you been involved in the wildfire industry?,9 – 12 years,,,North West,,nan | nan | North West | nan
1.14367E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14367E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,North West,,White | Male | North West | nan
1.14366E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Miscellaneous,How long have you been involved in the wildfire industry?,12 – 15 years,White,Male,Mpumalanga,"a.	Firefighter (general)","w | m | Mpumalanga | a.	Firefighter (general)"
1.14366E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,KwaZulu Natal,,European | Male | KwaZulu Natal | nan
1.14366E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,,Caucasion | Male | Western Cape | nan
1.14366E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14366E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,,,Mpumalanga,,nan | nan | Mpumalanga | nan
1.14366E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Gauteng,,White | Male | Gauteng | nan
1.14366E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14366E+11,Miscellaneous,How long have you been involved in the wildfire industry?,6 – 9 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Miscellaneous,How long have you been involved in the wildfire industry?,3 – 6 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14362E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Miscellaneous,How long have you been involved in the wildfire industry?,12 – 15 years,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Miscellaneous,How long have you been involved in the wildfire industry?,6 – 9 years,White,Female,Gauteng,,White | Female | Gauteng | nan
1.14362E+11,Miscellaneous,How long have you been involved in the wildfire industry?,More than 18 years,White,Male,Eastern Cape,,White | Male | Eastern Cape | nan
1.14362E+11,Miscellaneous,How long have you been involved in the wildfire industry?,,,,,,nan | nan | nan | nan
1.14379E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Fire station,,,Western Cape,,nan | nan | Western Cape | nan
1.14379E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,No aerial resources in the province,White,Male,Free State,,European | Male | Free State | nan
1.14379E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Local fire protection agency and provincial nature conservation agency,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14372E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14379E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Fire incident command in consultation with affected land owners.,White,Male,Western Cape,,White | Male  | Western Cape | nan
1.14378E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,The incident commander (fire boss) in conjunction with the provincial disaster management authorities,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14377E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Local 'Fire and Rescue' Chief,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14377E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,"Mostly forestry companies, large land owners, provincial and national government",White,Male,Mpumalanga,,Caucasian | Male | Mpumalanga | nan
1.14377E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,district fire chief,White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14377E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Regional goernment,,,Western Cape,,nan | nan | Western Cape | nan
1.14377E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Incident Commander if budget allows,White,Male,Western Cape,"a.	Firefighter (general)","White African | Male | Western Cape | a.	Firefighter (general)"
1.14377E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,District Minucipal Fire Services Chief,White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Regionalcoordinator gire department,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,The Incident commander,,Male,Western Cape,"a.	Firefighter (general)","nan | Male | Western Cape | a.	Firefighter (general)"
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Me,White,Male,Eastern Cape,,White | Male | Eastern Cape | nan
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,,White,Male,Western Cape,,European descent | Male | Western Cape | nan
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Fire Boss or Fire Chief,White,Female,Western Cape,,Caucasian | Female | Western Cape | nan
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Municipal Manager,White,Female,Western Cape,,White | Female | Western Cape | nan
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Incident Commander,White,Male,Western Cape,,w | m | Western Cape | nan
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,top management,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,FPA \ Provincial Air Ops Manager,,Male,Eastern Cape,,nan | Male | Eastern Cape | nan
1.14366E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,"The contracting party (CoCT, TMNP or Insurance)",,Male,Western Cape,"a.	Firefighter (general)","nan | Male | Western Cape | a.	Firefighter (general)"
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,PDMC or Local / District Fire Services,,,Western Cape,,nan | nan | Western Cape | nan
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,The caller who pays,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Incident Commander,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,District Fire Chief,White,Male,Western Cape,,caucasian | Male | Western Cape | nan
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Provincial and District Fire Chiefs,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,CFO or Operational chief pending on the type of fire,White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Landowners/ fire services / FPA`s,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,The IC,,Female,Western Cape,"a.	Firefighter (general)","nan | Female | Western Cape | a.	Firefighter (general)"
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Incident Commander,White,Male,Western Cape,"a.	Firefighter (general)","Caucasian | Male | Western Cape | a.	Firefighter (general)"
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Top management,,,Western Cape,"a.	Firefighter (general)","nan | nan | Western Cape | a.	Firefighter (general)"
1.14366E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Landowner,White,Male,KwaZulu Natal,,White | Male | KwaZulu Natal | nan
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Incident commander/ Fire Chief,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,City of Cape Town,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Municipal  - Incident Commander,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,The IC,White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14366E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Fire and Rescue,South African,Female,Western Cape,,South African  | Female | Western Cape | nan
1.14375E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,District FPO and Protection association manager,,,,,nan | nan | nan | nan
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Incident Commander request and Senior on call Officer or Chief Fire officer approves,,Male,Western Cape,"a.	Firefighter (general)","nan | Male | Western Cape | a.	Firefighter (general)"
1.14376E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Don't know,White,Female,Western Cape,,White | Female | Western Cape | nan
1.14375E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,,,,Western Cape,,nan | nan | Western Cape | nan
1.14375E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Western Cape Provincial Goverment,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14367E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Pre decided hotspots and eco-sensitive areas as well as the geographical location of fire determine the use of aerial resources,White,Female,Western Cape,,White | Female | Western Cape | nan
1.14375E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Ics,Coloured,Male,Western Cape,,Coloured | Male | Western Cape | nan
1.14375E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,"not sure, been a while, if I remember correctly, the person who needs to pay the bill?",White,Male,Limpopo,"a.	Firefighter (general)","caucasian | Male | Limpopo | a.	Firefighter (general)"
1.14375E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Local Authority and emergency serices,,,Western Cape,,nan | nan | Western Cape | nan
1.14375E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Land Owner and delegated people,White,Male,KwaZulu Natal,,White | Male | KwaZulu Natal | nan
1.14366E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,,White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14375E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Dont know,,,Western Cape,,nan | nan | Western Cape | nan
1.14375E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,No such luxury!,White,Male,North West,,White | Male | North West | nan
1.14375E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,I don't know,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14375E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Chief Fire Officer  ( and designees) and their administrations,White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14375E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,,White,Female,Western Cape,,White | Female | Western Cape | nan
1.14375E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,On scene commander with further approval from the Chief Fire Officer or Provincial Disaster Management,,,Western Cape,,nan | nan | Western Cape | nan
1.14375E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Landowner,White,Male,Western Cape,"a.	Firefighter (general)","White | Male  | Western Cape | a.	Firefighter (general)"
1.14375E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Not sure,White,Male,Western Cape,,White | M | Western Cape | nan
1.14375E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Prov disaster management and national,White,Male,Northern Cape,,White | Male | Northern Cape | nan
1.14375E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,Senior Management,Black,Male,Western Cape,,Black | Male | Western Cape | nan
1.14374E+11,Miscellaneous,Who decides to use/approve the use of aircraft?,,White,Female,Western Cape,,White | Female | Western Cape | nan
